adapter,reader,modelname,answer,logits_answer,data_id,timestamp
race,bert-base-uncased,base,She buys old book for them.,"tensor([[-10.8883,   8.9952, -10.1979,  -7.5089]])",middle1813.txt,2023-01-23 21:47:49.502215
race,bert-base-uncased,base,She wants to have a good school.,"tensor([[10.4514, -0.8331, -5.8131,  6.3792]])",middle1813.txt,2023-01-23 21:47:50.693653
race,bert-base-uncased,base,in a city,"tensor([[ -7.2052,  -3.3611,  -2.0590, -10.2867]])",middle7063.txt,2023-01-23 21:47:52.487425
race,bert-base-uncased,base,he never washed them clean,"tensor([[  1.1713,  -1.5698,   5.8587, -10.7537]])",middle7063.txt,2023-01-23 21:47:54.326075
race,bert-base-uncased,base,Mike was one year younger than Ted.,"tensor([[-1.3231, -8.6376, -2.1417, -1.7096]])",middle7063.txt,2023-01-23 21:47:56.043478
race,bert-base-uncased,base,Two album and a single Pon de Replay.,"tensor([[-4.2185, -2.0297,  3.3499,  6.2900]])",middle8160.txt,2023-01-23 21:47:58.760323
race,bert-base-uncased,base,To try to become a famous singer.,"tensor([[-7.1342, -9.0008, -8.9658, -7.2466]])",middle8160.txt,2023-01-23 21:48:01.421602
race,bert-base-uncased,base,It made Rihanna a star.,"tensor([[-3.0676,  2.7350,  4.8301, -6.6994]])",middle8160.txt,2023-01-23 21:48:03.903106
race,bert-base-uncased,base,Has organized some concerts to raise money for charity,"tensor([[-5.4154,  3.2193,  5.6819, -7.5171]])",middle8160.txt,2023-01-23 21:48:06.277011
race,bert-base-uncased,base,see its color,"tensor([[-0.7994, -3.6373, -3.8139, -6.4987]])",middle13.txt,2023-01-23 21:48:07.488887
race,bert-base-uncased,base,all light,"tensor([[-1.6107, -3.4577,  5.8275, -0.6079]])",middle13.txt,2023-01-23 21:48:08.790097
race,bert-base-uncased,base,more light,"tensor([[ 0.4453,  0.1331, -1.9030, -1.7925]])",middle13.txt,2023-01-23 21:48:10.088169
race,bert-base-uncased,base,dark-colored clothes,"tensor([[-3.9886, -7.3629, -7.0412, -4.8406]])",middle13.txt,2023-01-23 21:48:11.338110
race,bert-base-uncased,base,Color,"tensor([[ 8.8174, 14.0159, -9.1112, -9.5741]])",middle13.txt,2023-01-23 21:48:12.650766
race,bert-base-uncased,base,at 7:40,"tensor([[-0.4340, -5.3761, -2.3055, -3.6881]])",middle2507.txt,2023-01-23 21:48:14.283589
race,bert-base-uncased,base,His arm was broken and cannot wash or put on his clothes himself.,"tensor([[-10.0206, -10.4368,  -7.3657,  13.2102]])",middle2507.txt,2023-01-23 21:48:16.128588
race,bert-base-uncased,base,two calls,"tensor([[-4.7138, -0.5182, -5.5069, -3.3379]])",middle2507.txt,2023-01-23 21:48:18.112396
race,bert-base-uncased,base,She likes helping people when they need her.,"tensor([[-7.1567, 12.9676,  5.0102,  1.5762]])",middle2507.txt,2023-01-23 21:48:19.948443
race,bert-base-uncased,base,He saved a boy out of a pond.,"tensor([[-0.1057, -8.5522, -8.3258,  0.0997]])",middle6630.txt,2023-01-23 21:48:23.079178
race,bert-base-uncased,base,didn't accept money for helping others,"tensor([[-6.5688, -1.9251, -3.2757, -5.2836]])",middle6630.txt,2023-01-23 21:48:26.141086
race,bert-base-uncased,base,He took the place of the nobleman's son.,"tensor([[ 1.9074, -5.7399, -7.3269,  0.5857]])",middle6630.txt,2023-01-23 21:48:29.321260
race,bert-base-uncased,base,An act of kindness always helps.,"tensor([[-2.1652,  4.3689, 10.6686, -1.7108]])",middle6630.txt,2023-01-23 21:48:32.651573
race,bert-base-uncased,base,By searching for him in the field.,"tensor([[ 3.0468, -5.7801, -1.9452, -8.7618]])",middle6190.txt,2023-01-23 21:48:35.911567
race,bert-base-uncased,base,To get help.,"tensor([[  2.5654,  -9.6147, -10.6533,  -8.2346]])",middle6190.txt,2023-01-23 21:48:38.958155
race,bert-base-uncased,base,b--d--c--a,"tensor([[7.1457, 6.8906, 7.2640, 6.8649]])",middle6190.txt,2023-01-23 21:48:41.891736
race,bert-base-uncased,base,She went a long way to find her owners,"tensor([[-9.4288, -8.1984, -8.5923, -1.2268]])",middle6190.txt,2023-01-23 21:48:44.385557
race,bert-base-uncased,base,"Thanks to Benjamin, Thumper could stay safe in the field.","tensor([[-0.9571,  2.8401,  6.6007, -3.4298]])",middle6190.txt,2023-01-23 21:48:46.880662
race,bert-base-uncased,base,warm,"tensor([[ -5.7685, -10.0492,  -8.9810,  -6.6131]])",middle4492.txt,2023-01-23 21:48:47.913099
race,bert-base-uncased,base,They tried to stay ahead of them.,"tensor([[ 8.2100,  3.6808,  0.8301, 10.3598]])",middle4492.txt,2023-01-23 21:48:48.984576
race,bert-base-uncased,base,"the sun,the moon and the earth","tensor([[-5.8535,  1.3709, -4.7979, -2.3711]])",middle4492.txt,2023-01-23 21:48:50.007206
race,bert-base-uncased,base,going to work,"tensor([[ -3.3928,  -8.6598,  -2.8841, -10.6083]])",middle8280.txt,2023-01-23 21:48:51.096900
race,bert-base-uncased,base,worked hard,"tensor([[-5.5391, -9.1930, -4.2380, -8.6516]])",middle8280.txt,2023-01-23 21:48:52.177013
race,bert-base-uncased,base,it will rain soon,"tensor([[-1.0488, -6.7189, -9.4385, -7.7160]])",middle8280.txt,2023-01-23 21:48:53.456814
race,bert-base-uncased,base,one said the rain would do good to the crops and the other didn't think so,"tensor([[-10.6551,  -9.2352,   0.5606,  -6.5975]])",middle8280.txt,2023-01-23 21:48:54.693764
race,bert-base-uncased,base,wanted to know why they were quarreling,"tensor([[-9.6648, -1.0655,  5.1774, -7.5196]])",middle8280.txt,2023-01-23 21:48:55.993689
race,bert-base-uncased,base,Three,"tensor([[-5.8457, -7.3288, -6.1083, -3.9335]])",middle8280.txt,2023-01-23 21:48:57.224222
race,bert-base-uncased,base,A racing bike.,"tensor([[ 3.1895,  8.4725, -2.6828, -2.5104]])",middle909.txt,2023-01-23 21:48:59.202903
race,bert-base-uncased,base,Because they are fun and cool.,"tensor([[-9.5230, -8.4233,  5.4398, -9.5218]])",middle909.txt,2023-01-23 21:49:01.153341
race,bert-base-uncased,base,a wheel hidden in,"tensor([[ 6.5165,  0.9151, -4.0003, -1.8184]])",middle909.txt,2023-01-23 21:49:03.192376
race,bert-base-uncased,base,fell down and got hurt,"tensor([[-7.9711, -4.0727, -3.4332,  8.7725]])",middle909.txt,2023-01-23 21:49:05.199624
race,bert-base-uncased,base,They are bad for kids' health.,"tensor([[-10.8553,  -9.8942,  -1.2795,  -9.3708]])",middle909.txt,2023-01-23 21:49:07.134207
race,bert-base-uncased,base,There were 400 middle school students taking part in the study.,"tensor([[-3.2387, -7.8982,  2.3636, -6.0970]])",middle7890.txt,2023-01-23 21:49:09.342434
race,bert-base-uncased,base,Seasons and Moods,"tensor([[  1.3882, -10.8579,  -6.1654, -11.0754]])",middle7890.txt,2023-01-23 21:49:11.499364
race,bert-base-uncased,base,Because the school bus didn't arrive.,"tensor([[-5.9781, -9.5436, -6.1856, -4.7554]])",middle1839.txt,2023-01-23 21:49:13.183861
race,bert-base-uncased,base,tired,"tensor([[-9.5199,  1.3914, -8.3941, -8.0779]])",middle1839.txt,2023-01-23 21:49:14.974526
race,bert-base-uncased,base,Dolphin shows,"tensor([[ 1.6634, -8.6706, -7.7698, -2.0204]])",middle1839.txt,2023-01-23 21:49:16.903367
race,bert-base-uncased,base,Rainy,"tensor([[ -9.5536, -10.0388,  -8.6876,  -5.5099]])",middle1839.txt,2023-01-23 21:49:18.849848
race,bert-base-uncased,base,Terrible,"tensor([[  6.0275,  -2.0028, -10.6411, -10.1811]])",middle1839.txt,2023-01-23 21:49:20.792161
race,bert-base-uncased,base,A millisecond really makes a difference to the Internet users.,"tensor([[-2.6418, -0.2481, -7.8819,  4.4289]])",middle7097.txt,2023-01-23 21:49:24.143678
race,bert-base-uncased,base,People are more likely to wait for loading films than maps,"tensor([[-7.1274, -6.3673, -8.7521, -4.7952]])",middle7097.txt,2023-01-23 21:49:27.141088
race,bert-base-uncased,base,Search engines work faster.,"tensor([[-1.6382, -1.6156, -6.5678, -8.6870]])",middle7097.txt,2023-01-23 21:49:30.038470
race,bert-base-uncased,base,three,"tensor([[-2.3651, -1.9409, -2.5167, -2.5042]])",middle6975.txt,2023-01-23 21:49:31.361554
race,bert-base-uncased,base,48,"tensor([[-1.1006, -2.6628, -0.6442, -0.1119]])",middle6975.txt,2023-01-23 21:49:32.765441
race,bert-base-uncased,base,Group 2,"tensor([[-3.7652,  5.4054, -2.3900, -4.4788]])",middle6975.txt,2023-01-23 21:49:34.060279
race,bert-base-uncased,base,To clean the rooms for the old people.,"tensor([[ 5.3009,  4.4718, -6.0169, -4.3141]])",middle6975.txt,2023-01-23 21:49:35.439058
race,bert-base-uncased,base,Make dinner for them.,"tensor([[-9.4825,  4.4816, -5.8400, -5.6553]])",middle6975.txt,2023-01-23 21:49:36.852401
race,bert-base-uncased,base,We should learn to deal with negative peer pressure.,"tensor([[ 4.1192, 11.4675, -2.2780, -4.1271]])",middle6244.txt,2023-01-23 21:49:39.703005
race,bert-base-uncased,base,a week,"tensor([[ 8.7512,  0.6563, -2.3402, -0.6954]])",middle8161.txt,2023-01-23 21:49:42.187253
race,bert-base-uncased,base,It can kill people sometimes.,"tensor([[-5.8144, -7.1825, -6.2376,  6.0054]])",middle8161.txt,2023-01-23 21:49:44.611924
race,bert-base-uncased,base,it can't stop you from getting the flu virus,"tensor([[ 7.5078, -1.7957,  2.9851, -1.9463]])",middle8161.txt,2023-01-23 21:49:46.776791
race,bert-base-uncased,base,the flu virus changes every few years,"tensor([[ -4.4652,  10.3939,   1.8155, -10.2988]])",middle8161.txt,2023-01-23 21:49:49.038847
race,bert-base-uncased,base,staying indoors,"tensor([[ 3.3738, -9.3373, -9.2895, -7.8705]])",middle8161.txt,2023-01-23 21:49:51.270507
race,bert-base-uncased,base,the museum,"tensor([[-9.5124, -9.9867, -6.8124, -7.5706]])",middle1865.txt,2023-01-23 21:49:52.658960
race,bert-base-uncased,base,the first,"tensor([[ 0.3629, -4.2483, -5.1393, -4.5721]])",middle1865.txt,2023-01-23 21:49:54.154838
race,bert-base-uncased,base,Three.,"tensor([[-5.4805, -4.6173, -3.2345, -4.0503]])",middle1865.txt,2023-01-23 21:49:55.606004
race,bert-base-uncased,base,Tom doesn't understand what the big boy does.,"tensor([[-5.4531, -0.8503, -3.5003,  0.0226]])",middle1865.txt,2023-01-23 21:49:57.145937
race,bert-base-uncased,base,a student,"tensor([[-10.1415, -10.8010,  -9.9555,  -9.5908]])",middle1865.txt,2023-01-23 21:49:58.600362
race,bert-base-uncased,base,big; quick,"tensor([[-7.4358, -4.2637, 12.3684, -4.6334]])",middle344.txt,2023-01-23 21:50:00.378118
race,bert-base-uncased,base,cities,"tensor([[-2.3542, -8.1752,  1.3831, 14.0908]])",middle344.txt,2023-01-23 21:50:02.099610
race,bert-base-uncased,base,white,"tensor([[-1.0772, -7.5777, -8.5348, -7.5100]])",middle344.txt,2023-01-23 21:50:03.896678
race,bert-base-uncased,base,Chicken,"tensor([[ -9.7970,  -7.7421, -10.2642,  -9.8227]])",middle344.txt,2023-01-23 21:50:05.713973
race,bert-base-uncased,base,outside,"tensor([[  1.1015,  -9.0310,   2.0134, -10.1189]])",middle344.txt,2023-01-23 21:50:07.630253
race,bert-base-uncased,base,Communication and transportation are developing fast,"tensor([[-5.8493, -3.1276,  0.1604, -3.5005]])",middle3841.txt,2023-01-23 21:50:09.573499
race,bert-base-uncased,base,"over 6,700","tensor([[-2.7842, -3.0233, -1.5051, -2.0833]])",middle3841.txt,2023-01-23 21:50:11.312859
race,bert-base-uncased,base,It's impossible for a person to learn all the languages.,"tensor([[-7.7238, -8.2594, -6.9625, -8.1007]])",middle3841.txt,2023-01-23 21:50:12.922197
race,bert-base-uncased,base,Spotty succeeded in escaping from the trap.,"tensor([[-7.1794, -3.6808,  0.9051, -4.2549]])",middle8238.txt,2023-01-23 21:50:15.012010
race,bert-base-uncased,base,Even dogs can have strong friendship.,"tensor([[-6.5231, -1.7760, -5.6001, -2.8234]])",middle8238.txt,2023-01-23 21:50:17.084964
race,bert-base-uncased,base,Some of the students,"tensor([[ 1.8110, -8.1770, -6.3991, -7.9129]])",middle1463.txt,2023-01-23 21:50:18.094147
race,bert-base-uncased,base,Fifty,"tensor([[-2.5695, -4.2484, -1.6220, -1.1560]])",middle1463.txt,2023-01-23 21:50:19.101875
race,bert-base-uncased,base,come to school by bike,"tensor([[ 0.8118, -2.9707,  0.6893, -4.7076]])",middle1463.txt,2023-01-23 21:50:20.149484
race,bert-base-uncased,base,7:30,"tensor([[-3.1138, -2.7771, -3.2878, -4.4874]])",middle1463.txt,2023-01-23 21:50:21.366433
race,bert-base-uncased,base,Ten,"tensor([[-1.1301,  2.8159, -0.4317,  6.6266]])",middle1463.txt,2023-01-23 21:50:22.555504
race,bert-base-uncased,base,They enjoy a special meal,"tensor([[ 1.4576,  3.1416,  4.6311, -8.8744]])",middle2074.txt,2023-01-23 21:50:23.877131
race,bert-base-uncased,base,Wednesday.,"tensor([[ 0.2231,  0.2634, 10.3946,  8.4499]])",middle2074.txt,2023-01-23 21:50:25.097782
race,bert-base-uncased,base,It's a fast ride.,"tensor([[-2.9821, -5.4536,  2.3640, 10.5062]])",middle2074.txt,2023-01-23 21:50:26.346738
race,bert-base-uncased,base,with the energy from sunlight,"tensor([[ 4.0835, 13.5489,  0.9713, -2.8354]])",middle364.txt,2023-01-23 21:50:28.519516
race,bert-base-uncased,base,It will turn dark.,"tensor([[2.3382, 1.7686, 9.8497, 7.3571]])",middle364.txt,2023-01-23 21:50:30.683036
race,bert-base-uncased,base,potatoes,"tensor([[-9.3856, -8.3101, -9.3545, -9.2504]])",middle364.txt,2023-01-23 21:50:32.832875
race,bert-base-uncased,base,Green house of the future,"tensor([[-2.3425, 14.6145, -9.8039,  0.5270]])",middle364.txt,2023-01-23 21:50:35.027524
race,bert-base-uncased,base,"""I feel ...""","tensor([[ 0.7715, -2.4185, -3.1245, -7.8379]])",middle7998.txt,2023-01-23 21:50:37.203011
race,bert-base-uncased,base,Listen to the other person carefully and ask some questions.,"tensor([[-7.2145,  1.3182,  4.7191, -3.7866]])",middle7998.txt,2023-01-23 21:50:39.485130
race,bert-base-uncased,base,It is a way that tells who is right and who is wrong.,"tensor([[ 3.6511,  2.4566,  5.0963, -0.9770]])",middle7998.txt,2023-01-23 21:50:41.786641
race,bert-base-uncased,base,went to school,"tensor([[ 0.1538,  2.1004, -0.9967, -8.6049]])",middle6374.txt,2023-01-23 21:50:44.365475
race,bert-base-uncased,base,was happy.,"tensor([[ 1.9543, -4.7809, -9.5016, -9.2887]])",middle6374.txt,2023-01-23 21:50:46.801174
race,bert-base-uncased,base,a lot,"tensor([[-9.8112, -7.9528, -9.6200, -8.6919]])",middle6374.txt,2023-01-23 21:50:49.108533
race,bert-base-uncased,base,He wanted to watch the football final on TV,"tensor([[ 0.3338, -7.5092, -7.7889, -8.2542]])",middle6374.txt,2023-01-23 21:50:51.554463
race,bert-base-uncased,base,both A and B,"tensor([[-7.4054, -3.3982,  4.9935, -5.8210]])",middle6374.txt,2023-01-23 21:50:53.988517
race,bert-base-uncased,base,put your head out of the window and look,"tensor([[ 0.1490, -3.3754, -6.5484, -4.1597]])",middle7923.txt,2023-01-23 21:50:55.801609
race,bert-base-uncased,base,All the sailors gather (  )on deck,"tensor([[ 5.5657,  0.8168, -0.6452, -4.5490]])",middle7923.txt,2023-01-23 21:50:57.619329
race,bert-base-uncased,base,was still in an upstairs room,"tensor([[-8.6734, -4.1960, -0.1205, -7.9129]])",middle7923.txt,2023-01-23 21:50:59.407314
race,bert-base-uncased,base,In Shanghai History Museum.,"tensor([[11.7954,  0.2249, -7.7308, -5.7531]])",middle770.txt,2023-01-23 21:51:01.577165
race,bert-base-uncased,base,Three,"tensor([[-4.3820, -2.3254, -0.2504, -0.9733]])",middle770.txt,2023-01-23 21:51:03.819459
race,bert-base-uncased,base,Dolphins dancing to the music.,"tensor([[-4.6416, -0.6692, -6.7049, -0.9586]])",middle770.txt,2023-01-23 21:51:06.048529
race,bert-base-uncased,base,Fifteen yuan.,"tensor([[-3.7030, -2.0361, -3.1736, -2.9341]])",middle770.txt,2023-01-23 21:51:08.311035
race,bert-base-uncased,base,The sea animals perform three times a day.,"tensor([[-8.9744, -6.4896, -8.5615, -5.5768]])",middle770.txt,2023-01-23 21:51:10.723839
race,bert-base-uncased,base,Nervous.,"tensor([[-2.0957,  6.5698,  2.9801,  2.1938]])",middle3334.txt,2023-01-23 21:51:13.054915
race,bert-base-uncased,base,To do something special.,"tensor([[-7.1165, -4.6519, -7.5382, -4.1264]])",middle3334.txt,2023-01-23 21:51:15.453948
race,bert-base-uncased,base,The class enjoyed Sam's talk very much.,"tensor([[-8.2924, -7.3901, -7.6025,  5.4266]])",middle3334.txt,2023-01-23 21:51:17.856845
race,bert-base-uncased,base,A special day,"tensor([[ -5.8636, -10.4712, -11.0900, -11.1026]])",middle3334.txt,2023-01-23 21:51:20.195948
race,bert-base-uncased,base,Karen.,"tensor([[ 8.5434,  2.5611,  1.9410, -1.5675]])",middle5671.txt,2023-01-23 21:51:22.346520
race,bert-base-uncased,base,Food.,"tensor([[-10.6265,   2.8237,  -7.1271, -10.4128]])",middle5671.txt,2023-01-23 21:51:24.568498
race,bert-base-uncased,base,on the Internet,"tensor([[ 1.5578, -4.4589,  9.0134, -8.2963]])",middle5671.txt,2023-01-23 21:51:26.767634
race,bert-base-uncased,base,on a cold night,"tensor([[-8.0691, -7.5708, -9.2198, -1.1440]])",middle4084.txt,2023-01-23 21:51:28.972678
race,bert-base-uncased,base,unhappy,"tensor([[-3.8835, -7.1655, -6.6837, -4.6835]])",middle4084.txt,2023-01-23 21:51:31.301841
race,bert-base-uncased,base,He was a dishonest man,"tensor([[-6.6701, -9.6043,  1.7109, -2.8796]])",middle4084.txt,2023-01-23 21:51:33.507335
race,bert-base-uncased,base,get more than twenty dollars,"tensor([[-6.9665,  2.0246, -4.9682, -7.8220]])",middle4084.txt,2023-01-23 21:51:35.828239
race,bert-base-uncased,base,introduce the topic of willpower to the readers,"tensor([[-4.1194, 11.6373, -9.0614,  6.4093]])",middle2946.txt,2023-01-23 21:51:39.452538
race,bert-base-uncased,base,It showed that willpower is the most important to success and a happy life.,"tensor([[-7.6615, -1.4914, -3.6240, -2.8835]])",middle2946.txt,2023-01-23 21:51:42.812221
race,bert-base-uncased,base,You should have a goal every day.,"tensor([[ 2.0129, -7.5877, -5.1709, -6.4494]])",middle2946.txt,2023-01-23 21:51:46.081747
race,bert-base-uncased,base,How willpower is important to success and how we can make it stronger.,"tensor([[13.4302, 10.2686, 15.2404, 14.1607]])",middle2946.txt,2023-01-23 21:51:49.258411
race,bert-base-uncased,base,English,"tensor([[ 3.9138, 14.6490,  0.4387,  4.3214]])",middle4460.txt,2023-01-23 21:51:51.406841
race,bert-base-uncased,base,Spanish,"tensor([[-10.2275,  -7.6455,  -9.7909,  -9.8878]])",middle4460.txt,2023-01-23 21:51:53.592335
race,bert-base-uncased,base,Six,"tensor([[-3.3884, -2.0932,  5.7128, -3.0241]])",middle4460.txt,2023-01-23 21:51:55.743207
race,bert-base-uncased,base,"Different countries, different languages","tensor([[ 7.2829,  5.0095,  2.9426, -0.3690]])",middle4460.txt,2023-01-23 21:51:57.903929
race,bert-base-uncased,base,10-15 years.,"tensor([[ 0.4132, 13.6386, -0.6110, -3.1398]])",middle6838.txt,2023-01-23 21:52:00.546475
race,bert-base-uncased,base,how its master treats it,"tensor([[ 2.7713,  3.3442,  6.6944, -0.0962]])",middle6838.txt,2023-01-23 21:52:03.295742
race,bert-base-uncased,base,the pet dog shows to its master,"tensor([[-4.3943,  5.2975,  3.7336,  8.0261]])",middle6838.txt,2023-01-23 21:52:06.048786
race,bert-base-uncased,base,In the First Class cabin.,"tensor([[-10.1545,  -8.4598,  -7.7579,  -5.6784]])",middle2118.txt,2023-01-23 21:52:09.268806
race,bert-base-uncased,base,the white lady was too impolite,"tensor([[-8.1317, -4.1938, -3.6456, -1.6278]])",middle2118.txt,2023-01-23 21:52:12.428597
race,bert-base-uncased,base,Club-Pilots'-Economy -First Class,"tensor([[-0.2882, -0.3284, -0.6542, -1.8388]])",middle2118.txt,2023-01-23 21:52:15.601113
race,bert-base-uncased,base,On a British Airways Flight,"tensor([[-9.7764, -8.2200, -9.0744, -8.6859]])",middle2118.txt,2023-01-23 21:52:18.639143
race,bert-base-uncased,base,check the things,"tensor([[  6.3326,  -9.9266, -10.5999,  -9.3632]])",middle1129.txt,2023-01-23 21:52:21.213373
race,bert-base-uncased,base,It becomes a window to understand young kids.,"tensor([[-4.8229, -2.6542,  8.6310, -4.9579]])",middle1129.txt,2023-01-23 21:52:23.840177
